cuvant,fisier,total_aparitii,contexte
București,HAIRO_MarcuA_GhitaCatanuta.txt,3,"de ANTON MARCU Ediția Ion BUCUREȘTI editură ȚICU Ion EȘANU , ||| editură ȚICU Ion EȘANU , București cale Victoria , 146 1929 ||| editură ȚICU Ion EȘANU , București cale Victoria , 146 GHIȚĂ"
București,HAIRO_DumbravaB_Pandurul.txt,1,"” . tu duce la București ? ” întreba Moangă ,"
București,HAIRO_IgirosanuH_Ciocoii.txt,1,de Horia Igiroșanu Ediția Ion BUCUREȘTI editură „ atelier adever ”
București,HAIRO_DumbravaB_Haiducul.txt,16,"românesc . buașra dumsras . București , 1911 . prefață la ||| cuvenit . TEODOR NICA . București , 1914 . prefață la ||| aproape neschimbat . TEODOR NICA București . martie 1919 din ciuc ||| la sfânt Sava , din București ! ” — „ Negreșit ||| ce avea fi acum la București ? "" el întreba uni ||| pe cap meu . în București sine avea închide opt -sut ||| avea șezea la el în București "" , răspunde Vladimirescu . ||| el cântec revoluționar grecesc prin București ? și tot sine mai ||| cal și poini drept la București unde trimite să el chema ||| sine duce înapoi ! al București , la proteguitor sau , ||| prin care eu chema la București . eu avea îmbrăca atunci ||| un Capugi-Bașa avea veni la București , cere să fi trimite ||| căruță , pe câmp lângă București , sine întoarce repede la ||| tribunal fi numai unul în București . dar divan nu putea ||| aducere făcător de rău la București și cu trimitere lui iarăș ||| fi purta prin tot oraș București . — sodiu , hectar"
București,HAIRO_MarcuA_Haiducul.txt,1,"că de el fi din București , tu eu el bate"
București,HAIRO_PopescuND_MoarteaIancuJianul.txt,24,"și ilistrata cu patru graduri BUCUREȘTI EDITURA LIBRĂRIEI H. STEINBERG 18 ||| în Oltenia , căci în București , Giurgiu , Brăila și ||| număr moarte , care în București trece de 100 pe zi ||| sine putea mai aprope de București și a transforma curte boeresc ||| care rămâne și el în București pentru ca să apăra și ||| de mai mult oară de București și să călca fără de ||| Ghergani , nu departe de București , la ban Dimi-trie Ghica ||| boer chiar prin a-propiere de București . el el întocmi treabă ||| său tot ce auzi prin București la curte domnesc , și ||| cunună să eu duce la București ca să eu cere voe ||| o să tu duce la București ? — da . — ||| zină și nopte până la București . Iamandi pleca spre Râmnic ||| și pleca și el spre București . Iancu și suită său ||| și suită său ajunge în București al doi zi seara , ||| sosi de cinci zi în București , și că eară avea ||| sine părea că fi în București . — că bine zice ||| întru un suflet de la București la Rîmnic , face vânt ||| pe cal ager eșeua din București și apuca cale spre Olt ||| căsuță , avea reveni în București și - și avea relua ||| el aduce pe sus la București împreună cu complic său . ||| acel vreme sine afla în București , și după ce dobândi ||| dobândi acel scrisore veni în București și cu acel scrisore putea ||| . el cum pica în București alerga întru un suflet în ||| spătărie din palat domnesc din București , care , după cum"
București,HAIRO_PopescuND_MiulHaiducul.txt,13,"cât vrea fi Cehan în București și turc la Țarigrad , ||| acel tjilă sgomot curte din București sine transporta de acolo întru ||| fi întru un mahala din București un fetiță de 14 an ||| ; cum vrea ajunge în București , vrea sěrbători nuntă . ||| zi pe seară pleca spre București împreună cu soție și curtean ||| , voi merge pănă în București , și încredința eu , ||| să face din Rîmnic în București ? — ce nu să ||| fi să el trimite la București cu cinste fără a eu ||| avea sosi cu vestitor din București , să vrea opri aci ||| mâne seră să fi în București și să da acest carte ||| pentru cocoan și coconiță din București . mai ales întru acel ||| hrăni pănă vrea ajunge la București ; dacă fi puțin să ||| cum să întoarce pănă la București cu caleste fără cal ."
București,HAIRO_BaronziG_MinaHaiduceasa.txt,5,"în sat otopean de lângă București , dar pe care nu'1 ||| cu drum cel mare dintre București și Ploești . . . ||| el întreba Orodel . — București , pungă scuturesc . el ||| părinte episcop fi duce la București și nu putea face mai ||| -1 avea întâlni aproape de București . . , să întoarce"
București,HAIRO_IghelI_MoarteaSimionLicinsky.txt,2,? . . . din București eu veni mereu dojen că ||| spune doar că fi din București . în urmă veni vorbă
București,HAIRO_PopescuND_RaduAnghel.txt,14,", diligenț umbla numai între București și Brașiov , cărucioră de ||| tot acesta înalt curte din București el osîndi pe totă la ||| să alerga în fugă la București ca să sine împrumuta de ||| Pitești spre a merge la București după afacere privitor la comerț ||| , cere curteie apelativ din București ca să el osândi la ||| cu acusaț fi trimist la București în care cu bou , ||| cu același saltanat de la București la Câmpu-Lung , pentru că ||| său sine avea reîntorge din București osîndit la muncă silnic pe ||| la Câmpu-Lung , pe la București unde în acela de pe ||| și sine duce singur la București ca să grăbi îndeplinire tot ||| mort de un an în București ; de un cam dată ||| temniță și pitire său prin București , urî el sine cu ||| să mai eu duce la București . — vai de eu ||| împiedeca de cine vea spre București , loc cel mai sigur"
București,HAIRO_Dragoslav_CodreanuHaicudul.txt,1,de Ion Dragolsav Ediția unu București librărie Steinberg și fiu 1924
București,HAIRO_IghelI_TilharulFulger.txt,22,"așa și acela -l-alte din București sine ridica cap , unul ||| ) , mai mic . București pe vreme lui Caragea începe ||| Mavrocordat al doi oară , București deveni singur capitală al Muntenia ||| , un scriitor vorbi despre București de pe vreme acesta , ||| ( avea monopolu cafelă în București și presintă domn cafea ) ||| și negustor de încălțăminte din București ) ; ispravnic curte ( ||| nebun al curțe său . București , afară de palat care ||| argat din curte fugi din București în fapt zi ce trece ||| mare sine avea ridica în București după urmă lui Caragea , ||| de casă și avere din București el avea îvea un moșie ||| mezel și trufandală cumpăra din București . casă moșie sine compune ||| acolo până el sosi din București ca să el duce la ||| . . avea scrie în București ca să trima dorobant ca ||| , că tu trimate în București lega cu dorobant . — ||| în pădure Vlăsia care împrejmui București , trece pe lângă mănăstire ||| cât să trimite știre în București Irina și cu cel alt ||| creștini . poteră trimite din București nu putea prinde pe nimeni ||| . — el lua spre București . avea niște rudă în ||| pe drum ce duce la București , duce pe el pe ||| remâne până prin aprilie în București . . . nu merge ||| fi da de știre în București . dar fi greu al ||| sine avea intimpla revoluție în București în zi de 11 Iunie"
București,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"stradă Pitagora Nortual_8086_Mode 18 - BUCUREȘTI , input IANCU JIANU ."
București,HAIRO_PopescuND_BoieriiHaiduci.txt,2,"și cât tu boer din București , care încă nu avea ||| străin muta din Constantinopole în București și Iași prin înființare de"
București,HAIRO_MacriP_GhitaCatanuta.txt,1,haidiciu numel ortanat DEPANAIT MACRI BUCUREȘTI editură Librăria și Tipografiei H.
București,HAIRO_Lazar_Haiducul_Graur.txt,1,OLTENIEI de LAZAR Ediția Ion BUCUREȘTI ti „ concurență ” stradă
București,HAIRO_BalanescuS_Blestemul.txt,2,"la curte lui vodă în București ca să hotărî de osândă ||| . la curte domnesc din București , veni în auz lui"
București,HAIRO_Anonim_BanditulGrozea.txt,2,"la Antiquaria "" Pinath "" București . 9 , cale văcăresc ||| Gold basm vechi și eu București de vânzare la anticiarie PINATH"
București,HAIRO_Anonim_GruiaMereanu.txt,1,că tren ce veni din București și care trebui să trece
București,HAIRO_Anonim_RuxandraHaiduciasa.txt,19,"aștepta , fi pleca la București d-inainte de sfânt . Nicolae ||| săptămână de când pleca la București , fără să fi vrea ||| cu care avea fi la București . el el povesti în ||| care tocmai sine afla la București agita pentru revoluțiuue care trebui ||| : către popor român din București și din tot cel -lalt ||| Tudor Vladimirescu la plecare din București al lui Tudor care fi ||| el să declara răs-meriță în București și împrejurime . asemenea ordine ||| el numi popor veni în București la 16 martie așeza sine ||| domn avea dovedi el la București în față biserică oltean și ||| el să fi spânzura la București . acum putea , si ||| . în drum lui spre București el cutreera pădure în lung ||| etcetera etcetera tot ce avea București el mai ghiabura , sine ||| în urmă eveniment petrece la București pe câmpie filaret , Ruxanda ||| nu sine întoarce încă din București el pune în mare încurcătură ||| bine . pleca de la București împreună cu el . — ||| acesta din urmă , din București . în mai puțin de ||| care el aduce știre din București . al cinci zi după ||| , sine avea întoarce în București aduce cu dânșie cap haiduc ||| vânzare lua : tipografie concurență București , stradă Decebal No ."
București,HAIRO_MacriP_HaiduculTandura.txt,2,"A. R. institut de editură București , unu — stradă Pitagora ||| căci la Câmpu-Lung și la București veni cu duium . —"
București,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,59,"îmbrățișa pe acela vechi . București 1908 Decembrie 10 N. D. ||| dăruit biserică Isvorul tămăduiră din București prin pitac de la 17 ||| avea târî până pe la București pe bătrân , bolnav și ||| , Hagiul avea aduce din București pe doctor Dumitrache Marcu , ||| său , da fugă la București , sine duce la vodă ||| pentru că stănuță pleca la București ca să face târguel de ||| pentru că , fi la București , după ce termina cu ||| . el avea trimite la București de avea lua boerie , ||| a aduce din nou din București pe chir Dumitrache Marcu doctor ||| acela lung dintre Craiova și București , tot du-ca sine și ||| , veni de curând în București , care învăța medicină în ||| și scoborî scară palat din București , umbla după cârcot de ||| și să el aduce la București spre a sine priimi pedeapsă ||| poruncă lui vodă , la București spre a fi judeca d ||| declara în divan domnesc din București , în față domn , ||| precum și epistat Agia din București , ordin ce date în ||| , sine avea duce în București împreună cu unchi său paharnic ||| mic al cal , spre București . porni spre capitală țară ||| cam dată apucâ cale spre București , dar după ce merge ||| Iancu să sine duce la București , spre a sine pune ||| cu el , pleca spre București . ajunge acolo , el ||| tot timp șederă său în București , căci în casă episcop ||| după ce sine înturna din București și ajunge la drăgășan , ||| mai trimite 20 pand din București pentru același scop . la ||| sine avea trimite de la București ce vrea mai în urmă ||| lună , avea fi la București , și avea mai colinda ||| ruga să el chema la București , spre a sine lupta ||| încre-dința tu că acela din București avea mare nevoe de ajutor ||| Caraman , sosi : în București și pui sine în frunte ||| drum ce merge de la București spre Câmpina , care fi ||| la a ma Cricovului spre București până la rîu lalom -țea ||| la . apă lalomiță spre București , iar mai ales la ||| putea mai des spațiu dintre București și riu Ialomița căt cade ||| Caraman - din Oltenia spre București , mare spătar trimite în ||| după plecare lui Dumitrache spre București , sine ivi din nou ||| ; el sine reîntorge din București , după ce sine retrăsi ||| Lahovari , care ocupa la București post de logofăt al ob-stire ||| ce avea priimi de la București , căuta prin tot parte ||| meu , merge astfel la București , eu înfățișa la spătărie ||| drum , în cale spre București , și acela rămâne sine ||| , care veni chiar din București , sine răspândi ca fulger ||| doi zi vrea pleca în București , sine vrea duce la ||| de cuvânt , pleca la București în același zi , iar ||| osteneală să veni până la București de surdă . așea erauboere ||| îndeplini tot îbligațiune lua în București față de divan îSpătărie și ||| vreme trece , pace din București dintre rus și turc sine ||| , Tudor sine duce la București ca să stropoli de nuntă ||| înopta , Tudor pleca din București călare prin poartă din dos ||| trage , el fi din București și sine îndrepta în trap ||| arnăut domnesc , care din București lua urmă lui Tudor . ||| românesc . Caragea veni în București și inunda dregato -riile cu ||| ce eu duce eu la București , pentru ca să face ||| codru , ci sta îm București la adăpost înalt zid al ||| lui , și acela din București tăcea , că el fi ||| trimite Mihail său de la București boer de încredere cs să ||| cu mumbașir trimite de la București , pune în fiare și ||| al păgubaș , iar la București să fi trimite numai hoție ||| nenorocit negustor anume Hristea din București , el sine avea tăia ||| , chiar în Craiova și București , și trăi rămășiță viață"
București,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,5,"la gură oltețu până în București , mai ales când vrea ||| priimi , carte de la București cu pecete d'ale domnesc ; ||| intra agă badea Topală în București . pe drum eși tot ||| eu el părea , spre București să duce să trăi în ||| să duce să trăi în București Numa în petrecere domnesc ."
București,HAIRO_MatasaC_MovilaHaiducului.txt,1,MOVILA haidcru EDITURA carte romenesc BUCUREȘTI OBLĂDUIRE vitret Cinci-șase rând de
București,HAIRO_Anonim_CodreanuMareHaiducNational.txt,1,"editură Tipo-Litografiel dorph_Atlonssromeaty_Organization_for_Standardizat Petre CucuJ București , avea apărea : HIGIENA"
București,HAIRO_BalanescuS_SfarsitulBlestemului.txt,8,"a ajunge mai repede la București , pentru a eu răfui ||| și să el porni la București , ca să da jalbă ||| trimite la un roată din București . acolo , poroclită de ||| tău Dicasterie , porni la București , unde , din vorbă ||| să porni un vătășel spre București spre a duce răvaș , ||| tot vină pe agă din București , spune că dâns eu ||| înrola la musică ștab din București , deoarece fi înzestra cu ||| acel zi . ajunge în București , un slujbaș de la"
București,HAIRO_RadulescuN_BanditulRiureanu.txt,2,ce crede că Moceanu din București nu avea înce îuuta tot ||| ună- curte cu jurat din București el condamna la muncă silnic
București,HAIRO_StoenescuS_Corbea.txt,5,"să coprinde scaun domnie în București . Alecsandru al trei -lea ||| soră Olimpia , pleca la București . el ajunge maii degrabă ||| și sine el duce în București , spre a putea fi ||| doi zi veu pleca spre București . până atunci eu voi ||| cu Marioara sine stabili în București unde dusera un viață dulce"
București,HAIRO_BoerescuC_AldoAminta.txt,1,. 1855 Ianuarie 25 . București . ALDO și AMINTA SAŬ
București,HAIRO_StoenescuT_DragusinHaiducul.txt,7,". Ast-fel că merge la București bunioră , vrea lua el ||| să tu duce până în București — căta să fi cal ||| bogat să sine îndrepta spre București , unde -1 chema dor ||| , când Drăgușin sosi în București sine înfăți înaintea lui Ipsilante ||| să el căuta vindecare în București . în tot timp acela ||| . sine lăsa deci în București , la acest locuință , ||| . atunci porni repede spre București și lua pe Smărăndița veni"
București,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,25,"un zăbavă să por-ni spre București , căci acolo lucru steti ||| care pica în ajun în București tocmai ca să examina dacă ||| ce sine vrea stabili în București . la București Constantin Cehan ||| stabili în București . la București Constantin Cehan vodă nu face ||| românesc cu care veni din București , combina un plan pe ||| împreună cu frate său la București ? — ba avea pleca ||| stare să veni chiar în București în frunte al mie de ||| fi duce ast-fel până la București , unde fi arun-ca în ||| timp Corbea fi duce la București și instala în temniță său ||| peste scurt timp iar la București . de acela el sine ||| să el însoți până la București și să aduce la îndeplinire ||| mult pompam biserică Mitro-poliei din București , fi petrece până la ||| domn , el veni în București , ocupa un post din ||| nainte de a intra în București , pentru a înfricoșa pe ||| să pleca ca domn în București , și că el avea ||| un străin trămis de la București din parte fiu său și ||| veni numai de cât în București ca să sine afla acolo ||| cu tot șu porni spre București , bătrîna trage dupe sine ||| Roșan de la Crucea-de-Peatră din București ; iar baladă culege de ||| veni împreună cu el în București când sine sui pe tron ||| boer cel mai rămâne în București și care putea să el ||| acest idee el veni în București , da ochi cu spion ||| da ordin să trămi în București un capigiu care să ridica ||| Ștefan după cale călărast din București clădi de electronvolt XIX . ||| dâneașa în casă său din București , care nu fi nici"
