cuvant,fisier,total_aparitii,contexte
Bistrița,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,6,"fiu acela bolnav la mănăstire Bistrița din județ Vâlcea unde fi ||| în surghiunie : unul la Bistrița iar altul la Tismana . ||| munte Builei ce umbri monastire Bistrița , Arnota și Horez , ||| pe drum ce duce spre Bistrița , Horez și Polovraci . ||| cel mare dintre Govora și Bistrița fi drum mare dar rău ||| pe drum dintre Govora și Bistrița , sine întâmpla ca să"
Bistrița,HAIRO_MatasaC_MovilaHaiducului.txt,2,"peste sat răzeșesc de peste Bistrița , ploaie îndesat , topi ||| sută de tătar , trece Bistrița revărsa sine în potop mistuitor"
Bistrița,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,2,"să veni mare trotuși , Bistrița , Moldova și Șiretul , ||| tot filă mai ales pe Bistrița , Moldova și șiret ,"
Bîsca,HAIRO_IstratiP_DomnitaSnagov.txt,3,"măre , sine băjenărea pe Bîsca far- de-cal , făr- de ||| noștru drag , codrulde la Bîsca , oînta cât el țini ||| apoi , pe când sătrăbăti Bîsca , el vedura pe Floricica"
Bogdănești,HAIRO_RosettiR_CuPalosul.txt,1,"popă îsi tot zi la Bogdănești , avea lasa vale Moldova"
Bolintin,HAIRO_PopescuND_TunsuCapitan.txt,1,"ce avea fi muta la Bolintin aproape de București , eu"
Boroaia,HAIRO_RosettiR_CuPalosul.txt,1,", la deal de sat Boroaia . în drum lui nu"
Borzești,HAIRO_RosettiR_CuPalosul.txt,5,"pe drum ce duce delă Borzești , pe Trotuș , la ||| el lua pe samă la Borzești . de acolo mai putea ||| Stoian pleca de dimineață la Borzești , zice că trebue să ||| celalalt fi un țaran din Borzești , argat al lui Stoian ||| chiar în acel noapte la Borzești , la casă popei ."
Bosfor,HAIRO_MacriP_Bostan.txt,5,"plimba pe un barcă prin Bosfor . aer fi dulce , ||| un singur noapte pe luciu bosfor ! ! . . . ||| cât părea că tu zână bosfor , meni a aprinde foc ||| său pe apă liniștit al bosfor și privi trist la celă ||| pe gondolă sine arunca în Bosfor , un sgomot său auzi"
Bosfor,HAIRO_IgirosanuH_Ciocoii.txt,1,. . . din misterios Bosfor . . . cuvânt fanariot
Bosfor,HAIRO_Lazar_Haiducul_Graur.txt,1,"melodie pe un arie al bosfor , apoi , pereche sine"
Bosfor,HAIRO_StoenescuT_DragusinHaiducul.txt,7,"Zamet-bey fi zidi pe țărm bosfor . aci , rad argint ||| sine scâlde apoi în unde bosfor , forma pe suprafață lui ||| sau să eu arunca în Bosfor . — dar acel ghiau ||| situa pe mal stâng al bosfor . un dată cu acest ||| scoate în fine pe mal bosfor pe unde nu fi de ||| scălda de iimpede apă al bosfor , un chioșc de un ||| începe să despica repede val bosfor adormi . - peste -câte"
Botești,HAIRO_PopescuND_RaduAnghel.txt,4,"la cârciumă său de la Botești . cu acel ocazie visit ||| întru un noapte pe la Botești însoți de tot coritegiu fort ||| Anghel negustor cinsti din sat Botești , că ști cum fi ||| vestit căpitan Radu Anghel din Botești , răspunde arendaș cerca sine"
Bran,HAIRO_DumbravaB_Pandurul.txt,1,"retrage peste graniță , lua Bran . Sava eu urmări până"
Bran,HAIRO_PopescuND_RaduAnghel.txt,1,"drum de la Giuvala spre Bran , sau de la pietroșițe"
Brăila,HAIRO_PopescuND_CodreanulHaiducul.txt,1,grână la schelă turcesc din Brăila și harabagiu care veni cu
Brăila,HAIRO_DumbravaB_Pandurul.txt,2,"atunci ștafet partidul_Democrat șală delà Brăila și Bau cere ajutor . ||| trece Dunăre , acela delă Brăila intra în Moldova . Lassanis"
Brăila,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,"în București , Giurgiu , Brăila și alt localitate din margine"
Brăila,HAIRO_PopescuND_MiulHaiducul.txt,2,", care , duce la Brăila și venduta la turc , ||| de soldat din Giurgiu și Brăila și chiar de însuși locuitor"
Brăila,HAIRO_IghelI_MoarteaSimionLicinsky.txt,9,"prin Câșla și Luncavița la Brăila . fată sine înfiora . ||| unde merge . — la Brăila . — eu nu putea ||| revărsatu de zori ajunge în Brăila , dupe ce trece Dunăre ||| . când ajunge înapoi în Brăila sine simți bolnav . dar ||| în barcă porni el spre Brăila . ajunge la Peatra-Fetei , ||| cu el încărca . în Brăila sta noaptea la niște femeie ||| fu-gi în noapte acela din Brăila , sine simți mai rău ||| cu inscripție farmacist Negre-scu din Brăila . pușcă fi sistem foc ||| avea cumpăra el de la Brăila ; unul mic , fi"
Brăila,HAIRO_PopescuND_RaduAnghel.txt,1,"București până la Craiova sau Brăila , sine sta lua rămâne"
Brăila,HAIRO_PopescuND_BoieriiHaiduci.txt,2,"pe care el vinde la Brăila , Galați și Cetatea-Albă ; ||| avea să el mâne la Brăila , ori Galați , prin"
Brăila,HAIRO_MacriP_HaiduculTandura.txt,1,"el zice că merge la Brăila , și fi din Câmpu-Lung"
Brăila,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"poreclă ucigașiu Manolache Caraman din Brăila cu al polcovnic Caraman din ||| fi prinde tot în județ Brăila , și apoi da pe"
Brăila,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,3,"turceșt : Turnu Măgurele și Brăila , și transporta în -tre ||| al vită , care la Brăila sine încărca în corabie mare ||| el duce la Giurgiu sau Brăila după cum sine presenta cerere"
Brăila,HAIRO_RadulescuN_CapitanulRopota.txt,19,"bunăoară . . . în Brăila ? . . tu avea ||| casier la sucursală său din Brăila . sine cere un garanție ||| domn Feloniadi , comersant din Brăila . eu el avea pica ||| eu propune să merge la Brăila în post de care îți ||| Feloniadi , mare comerciant din Brăila . . . don căpitan ||| la casă de comerț din Brăila . Și fi că fi ||| , trebui să pleca în Brăila , orândui un mic chef ||| după mez nopțe . opt Brăila fi unul din cel mai ||| cât tren sine apropi de Brăila . când cineva sine afla ||| de -aseară avea sosi în Brăila și mâine avea serios de ||| de la venire său în Brăila . — eu , — ||| ieri ordin de plecare la Brăila . — cu ghidușiee tău ||| . avea , d-ta în Brăila ? răspunde domn Feloniadi , ||| mânca pe totă grec din Brăila ca pe un farfurie de ||| eu face să fugi din Brăila , prea degrabă . — ||| rudăc descoperi că avea în Brăila , Teodorse scuză șu sine ||| de Paris , face în Brăila , și un scrisoare . ||| și că vrea trece prin Brăila ca să fi duce în ||| deschide scrisoare șu citeșt : Brăila 17 Maiu „ iubit șu"
Brăila,HAIRO_PopescuND_BujorHaiducul.txt,1,pe care el vinde la Brăila și la Galați cum avea
Brăila,HAIRO_BalanescuS_SfarsitulBlestemului.txt,1,"potrivă său niște fruntaș din Brăila , pe care el calici"
Brăila,HAIRO_StoenescuS_Corbea.txt,1,de la Rușava până la Brăila și după vetru chile hotare
Brăila,HAIRO_StoenescuT_DragusinHaiducul.txt,4,"un sat nu departe de Brăila . — și ce face ||| — locuință meu fi în Brăila ; dar tot avere meu ||| cal sine îndrepta spre . Brăila , ca de acolo cu ||| pe la tocă ajunge în Brăila , unde resbunător pașă aștepta"
Brăila,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,lăutar Petrea Crețu Șiolcan din Brăila avea un con-clusiune deosebit dar
Breaza,HAIRO_BaronziG_MinaHaiduceasa.txt,1,în munte de dincolo de Breaza . . . . mină
Breaza,HAIRO_PopescuND_RaduAnghel.txt,2,"în cel doi sat numit Breaza de jos și Breaza de ||| numit Breaza de jos și Breaza de sus , trece prin"
Breaza,HAIRO_PopescuND_IancuJianuCapitan.txt,2,? — eu veni delă Breaza . — dar unde tu ||| smârc Prahova dintre Posada și Breaza avea el găzdui pe teribil
Breaza,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,ce Nicolae Grozea din sat Breaza face în țerră românesc întru
Brebu,HAIRO_PopescuND_RaduAnghel.txt,1,"la adunat șu până la Brebu , înainta în creer munte"
Brebu,HAIRO_PopescuND_IancuJianuCapitan.txt,2,sfinție tău ? — dela Brebu . — nu fi aș ||| — el ! până la Brebu fi un palmă de loc
Brețcu,HAIRO_RosettiR_CuPalosul.txt,3,"avea pleca numai azi din Brețcu unde avea sta zece zi ||| , iar altul sta la Brețcu , gata său năvălesc pe ||| zece mie năvăli pe la Brețcu . încercare ungură să pătrunde"
Bucegi,HAIRO_DumbravaB_Pandurul.txt,1,"tu în munte , pe Bucegi . la obârșie lalomit ,"
Buciulești,HAIRO_MatasaC_MovilaHaiducului.txt,8,"el avea fi aduce la Buciulești sine purta cu luntri prin ||| strâmbatate . la curte din BUCIULEȘTI pleca răzeșie delă isprăvnicie , ||| în întuneric beci lui din Buciulești , de către Gheorghe Ște-fan ||| strica logodnă cu boer delă Buciulești , îndemna el să el ||| Vâscan fi la curte din Buciulești . il ști pe Stolnic ||| mai de neyoe . la Buciulești fi mare zarvă . stolnic ||| Balint și boier de la Buciulești , ști că haiduc cerceta ||| . 31 la curte din Buciulești . . . . ."
Bucovina,HAIRO_DumbravaB_Pandurul.txt,1,"fugi metru Basarabia , în Bucovina , nu Ardeal . îpisilant"
Bucovina,HAIRO_RosettiR_CuPalosul.txt,1,de astăzi al Bistriței și Bucovina . venit acest sat împreună
Bucovina,HAIRO_Dragoslav_CodreanuHaicudul.txt,2,"vreme când nemție avea lua Bucovina , tu închipuiți câtci an ||| lume , om venit din Bucovina , din târg șu sat"
Bucovina,HAIRO_PopescuND_BoieriiHaiduci.txt,1,tu găsi în Ardeal și Bucovina armă soldățesc și plumb destul
Bucovina,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,1,focșan până la Dorohoi cu Bucovina cu tot care încă nu
București,HAIRO_PopescuND_CodreanulHaiducul.txt,16,"avea ajunge spaimă ciocoi din București și avea pusti drum mare ||| ci că fi tocmai din București . — din București ! ||| din București . — din București ! esclame coconu Dinicu cu ||| adevărat baltac , pe când București . . . avea fi ||| el — unde sta în București ? — în uliță croi ||| avea sosi mosafire de la București trămite de nene Niculache Vâcărescu ||| vreme și mo-safire de la București și mai rar ; un ||| rău , murmura mo-safir din București cel vorbăreț . — ba ||| patru ; fi boer din București intra în casă meu cu ||| avea duce la armașiu din București , și mai ales la ||| palmă de loc departe de București , ajunge loc de întâlnire ||| nici un argat călare la București , și după ce sine ||| cu tot plânge cale spre București . pe atunci fi copil ||| , eu duce îsei la București ca să ruga pe un ||| , răsbi până și în București pe unde da eu cu ||| drum ce trece de la București spre călăraș , proprietar moșie"
București,HAIRO_PopescuND_TunsuCapitan.txt,27,"transporta din pădure pănă în București și el duce la diferit ||| ca să sine duce la București spre a da ochi cu ||| mult lună ; porni spre București și d-acola în lume mare ||| întreba grec . — la București . metru la București când ||| la București . metru la București când tu viu despre București ||| București când tu viu despre București ? lua de ! ce ||| , și eu duce la București ca rgue . spune eu ||| tu duce ? tot la București , atunci , dacă nu ||| trece pe aci duce la București câști mo-eu tot la București ||| București câști mo-eu tot la București eu duce ca să duce ||| , și tocmai veni la București cu sumă ho- â pentru ||| snoavă ; afară de acesta București fi departe . slugă , ||| sfială , sine plimba prin București fără nici un teamă , ||| Gâș-teștiîor și sine îndrepta spre București , un om cu barbă ||| și să el aduce în București viu sau mort , dar ||| găsi nici între acela din București , sau din alt orașiu ||| — uita eu duce la București ca să da un jalbă ||| ca să merge lba în București . avea avea mare noroc ||| ; dacă ajunge până la București fi să el nădejdi mult ||| nu margine drum mare dintre București , și iova . pe ||| meu ca să duce la București ban visterie . de teamă ||| acela de la spătărie din București despre acela întâmpla la Vida ||| cu drum ce de la București la Alexandria , în drept ||| ce vrea mai departe de București , în inimă munte , ||| tu tocmai la grozăvest lângă București . — iacă eu avea ||| muta la Bolintin aproape de București , eu avea s aici ||| și tu avea muta la București ca să fi mai aproape"
București,HAIRO_MacriP_IoanTunsu.txt,14,"haidiciu numel ortanat DEPANAIT MACRI BUCUREȘTI „ cultxră romenesc "" institut ||| haiduc , duce tu la București și fa tot ce ști ||| căpitan haiduc . — din București , răspunde el . — ||| drum , care duce spre București . sine însera , zăpadă ||| tot , el intra în București . atunci tot suvenire sine ||| redeștepta în minte său . București , loc orgie și al ||| eu văzui odată și în București . apoi lăsa psaltichia începe ||| . trădare . prin tot București și prin întreg țară răsuna ||| cineva decât să colindă mahalal București , să observa de aproape ||| vizitiu . el veni spre București . căpitan de haiduc fi ||| cadavru lui fi transportat în București și așeza pe un scândură ||| trup lui fi duce în București , mâine trebui să el ||| tot timp acesta lipsi din București , când avea voi să ||| LIBRĂRIEI „ cultxră romaneas "" BUCUREȘTI , - Strridolul_Democrat . PITAGORA"
București,HAIRO_MarcuA_GhitaCatanuta.txt,3,"de ANTON MARCU Ediția Ion BUCUREȘTI editură ȚICU Ion EȘANU , ||| editură ȚICU Ion EȘANU , București cale Victoria , 146 1929 ||| editură ȚICU Ion EȘANU , București cale Victoria , 146 GHIȚĂ"
București,HAIRO_DumbravaB_Pandurul.txt,1,"” . tu duce la București ? ” întreba Moangă ,"
București,HAIRO_IgirosanuH_Ciocoii.txt,1,de Horia Igiroșanu Ediția Ion BUCUREȘTI editură „ atelier adever ”
București,HAIRO_DumbravaB_Haiducul.txt,16,"românesc . buașra dumsras . București , 1911 . prefață la ||| cuvenit . TEODOR NICA . București , 1914 . prefață la ||| aproape neschimbat . TEODOR NICA București . martie 1919 din ciuc ||| la sfânt Sava , din București ! ” — „ Negreșit ||| ce avea fi acum la București ? "" el întreba uni ||| pe cap meu . în București sine avea închide opt -sut ||| avea șezea la el în București "" , răspunde Vladimirescu . ||| el cântec revoluționar grecesc prin București ? și tot sine mai ||| cal și poini drept la București unde trimite să el chema ||| sine duce înapoi ! al București , la proteguitor sau , ||| prin care eu chema la București . eu avea îmbrăca atunci ||| un Capugi-Bașa avea veni la București , cere să fi trimite ||| căruță , pe câmp lângă București , sine întoarce repede la ||| tribunal fi numai unul în București . dar divan nu putea ||| aducere făcător de rău la București și cu trimitere lui iarăș ||| fi purta prin tot oraș București . — sodiu , hectar"
București,HAIRO_MarcuA_Haiducul.txt,1,"că de el fi din București , tu eu el bate"
București,HAIRO_PopescuND_MoarteaIancuJianul.txt,24,"și ilistrata cu patru graduri BUCUREȘTI EDITURA LIBRĂRIEI H. STEINBERG 18 ||| în Oltenia , căci în București , Giurgiu , Brăila și ||| număr moarte , care în București trece de 100 pe zi ||| sine putea mai aprope de București și a transforma curte boeresc ||| care rămâne și el în București pentru ca să apăra și ||| de mai mult oară de București și să călca fără de ||| Ghergani , nu departe de București , la ban Dimi-trie Ghica ||| boer chiar prin a-propiere de București . el el întocmi treabă ||| său tot ce auzi prin București la curte domnesc , și ||| cunună să eu duce la București ca să eu cere voe ||| o să tu duce la București ? — da . — ||| zină și nopte până la București . Iamandi pleca spre Râmnic ||| și pleca și el spre București . Iancu și suită său ||| și suită său ajunge în București al doi zi seara , ||| sosi de cinci zi în București , și că eară avea ||| sine părea că fi în București . — că bine zice ||| întru un suflet de la București la Rîmnic , face vânt ||| pe cal ager eșeua din București și apuca cale spre Olt ||| căsuță , avea reveni în București și - și avea relua ||| el aduce pe sus la București împreună cu complic său . ||| acel vreme sine afla în București , și după ce dobândi ||| dobândi acel scrisore veni în București și cu acel scrisore putea ||| . el cum pica în București alerga întru un suflet în ||| spătărie din palat domnesc din București , care , după cum"
București,HAIRO_PopescuND_MiulHaiducul.txt,13,"cât vrea fi Cehan în București și turc la Țarigrad , ||| acel tjilă sgomot curte din București sine transporta de acolo întru ||| fi întru un mahala din București un fetiță de 14 an ||| ; cum vrea ajunge în București , vrea sěrbători nuntă . ||| zi pe seară pleca spre București împreună cu soție și curtean ||| , voi merge pănă în București , și încredința eu , ||| să face din Rîmnic în București ? — ce nu să ||| fi să el trimite la București cu cinste fără a eu ||| avea sosi cu vestitor din București , să vrea opri aci ||| mâne seră să fi în București și să da acest carte ||| pentru cocoan și coconiță din București . mai ales întru acel ||| hrăni pănă vrea ajunge la București ; dacă fi puțin să ||| cum să întoarce pănă la București cu caleste fără cal ."
